qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1458.5,1467.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&U(Bassoon 1)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&U(A Clarinet 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&U(A Clarinet 2)&U(Bassoon 1),P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2),,,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1),,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1467.0,1472.75,Main Part,U(Oboe 2)&P8(A Clarinet 2),U(Main)&P8(A Clarinet 1),U(Flute 2)&P8(A Clarinet 2),P8(Main)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),,,P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2),P8(E Horn 1)&P8(E Trumpet 1)&U(E Trumpet 2),,,U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1),,,,,,
1472.75,1474.5,P2(Flute 2)&U(Oboe 1)&P2(Oboe 2)&P8(A Clarinet 1)&P2(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P2(Flute 1)&P2(Oboe 1)&U(Oboe 2)&P2(A Clarinet 1)&P8(A Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2),U(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P8(A Clarinet 1)&P2(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P2(Flute 1)&U(Flute 2)&P2(Oboe 1)&P2(A Clarinet 1)&P8(A Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P2(A Clarinet 1)&P5(Bassoon 1)&P5(Bassoon 2),P4(Flute 1)&P5(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P4(A Clarinet 1)&P5(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P5(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P4(A Clarinet 1)&P5(A Clarinet 2)&U(Bassoon 1),Main Part,P8(Main)&P8(E Trumpet 1)&U(E Trumpet 2),,,U(Main)&P8(E Horn 2)&P8(E Trumpet 2),P8(Main)&U(E Horn 2)&P8(E Trumpet 1),,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),,
1474.5,1476.5,,,,,,,,,P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2),P8(E Horn 1)&P8(E Trumpet 1)&U(E Trumpet 2),,,U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1),,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1476.5,1478.5,,,,,,,,,P8(E Horn 2),P8(E Horn 1),P8(C Horn 4),P8(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,P8(Viola),,P8(Violin 1),Main Part,P8(Main)
1478.5,1480.5,,,,,,,,,,,P8(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(C Horn 3)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(C Horn 3)&P8(C Horn 4)&U(E Trumpet 2),P8(C Horn 3)&P8(C Horn 4)&U(E Trumpet 1),,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1480.5,1482.5,,,,,,,,,,,P8(C Horn 4),P8(C Horn 3),P8(E Trumpet 2)&P3(Violin 1)&P3(Viola),P8(E Trumpet 1)&P3(Violin 1)&P3(Viola),,P3(E Trumpet 1)&P3(E Trumpet 2)&P8(Viola),,P3(E Trumpet 1)&P3(E Trumpet 2)&P8(Violin 1),Main Part,P8(Main)
1482.5,1490.5,U(Oboe 1)&P8(A Clarinet 1)&P8(Bassoon 1),U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 2),U(Flute 1)&P8(A Clarinet 1)&P8(Bassoon 1),U(Flute 2)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(A Clarinet 1),P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2),U(E Horn 2),U(E Horn 1),U(C Horn 4),U(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1490.5,1492.5,P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P5(Flute 1)&P5(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P5(Flute 2)&P5(Oboe 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(Oboe 2)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 2)&U(Violoncello)&P8(Contrabass),P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 1)&U(Violoncello)&P8(Contrabass),U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),U(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2),U(C Horn 4),U(C Horn 3),P8(E Horn 1)&P8(E Horn 2)&U(E Trumpet 2),P8(E Horn 1)&P8(E Horn 2)&U(E Trumpet 1),,Main Part,,,P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1492.5,1494.5,P8(Oboe 1)&P8(Violin 1),P8(Oboe 2)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Violin 1),P8(Flute 2)&U(Violin 2)&U(Viola),,P2(Bassoon 1)&P2(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P2(A Clarinet 2)&U(Bassoon 2)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&U(Violoncello)&P8(Contrabass),P2(A Clarinet 2)&U(Bassoon 1)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&U(Violoncello)&P8(Contrabass),P2(Bassoon 1)&P2(Bassoon 2)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P2(Violoncello)&P2(Contrabass),P2(Bassoon 1)&P2(Bassoon 2)&U(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P2(Violoncello)&P2(Contrabass),Main Part,U(Main),P2(Bassoon 1)&P2(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P2(Violoncello)&P2(Contrabass),P2(Bassoon 1)&P2(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P2(Violoncello)&P2(Contrabass),,P8(Flute 1)&U(Oboe 1),P8(Flute 2)&U(Oboe 2)&U(Viola),P8(Flute 2)&U(Oboe 2)&U(Violin 2),P2(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P8(Contrabass),P2(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P8(Violoncello)
1494.5,1496.5,P4(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P4(Viola),P4(Flute 1)&P4(Oboe 1)&P8(Oboe 2)&P8(Viola),P8(Flute 1)&P4(Flute 2)&P4(Oboe 2)&P4(Viola),P4(Flute 1)&P8(Flute 2)&P4(Oboe 1)&U(Viola),P4(A Clarinet 2)&P4(E Horn 1)&P4(E Horn 2)&P4(E Trumpet 1)&P4(E Trumpet 2),P4(A Clarinet 1)&U(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2),U(Bassoon 2)&P3(Main)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P3(Main)&U(Violoncello)&P8(Contrabass),P4(A Clarinet 1)&U(A Clarinet 2)&U(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2),P4(A Clarinet 1)&U(A Clarinet 2)&U(E Horn 1)&P8(E Trumpet 1)&U(E Trumpet 2),P8(C Horn 4),P8(C Horn 3),P4(A Clarinet 1)&P8(A Clarinet 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P4(A Clarinet 1)&U(A Clarinet 2)&U(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1),,Main Part,,P4(Flute 1)&P8(Flute 2)&P4(Oboe 1)&U(Oboe 2),U(Bassoon 1)&U(Bassoon 2)&P3(Main)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P3(Main)&P8(Violoncello)
1496.5,1498.5,P8(Oboe 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Oboe 2)&P8(A Clarinet 1)&P8(Viola),P8(Flute 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2)&U(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Flute 2)&U(A Clarinet 1)&U(Viola),P8(Flute 2)&U(Oboe 2)&U(Viola),P8(Flute 1)&P8(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Oboe 1)&P3(A Clarinet 2)&U(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Violin 1)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Oboe 1)&P3(A Clarinet 2)&U(Bassoon 1)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Violin 1)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Oboe 1)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),Main Part,P8(Main),P8(Flute 1)&U(Oboe 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&U(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),,P8(Flute 1)&U(Oboe 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&U(E Trumpet 1)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),,P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1),P3(Flute 1)&P3(Oboe 1)&P3(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Violin 1)&P8(Contrabass),P3(Flute 1)&P3(Oboe 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Violin 1)&P8(Violoncello)
1498.5,1505.0,,,,,,,U(Bassoon 2),U(Bassoon 1),U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),U(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(C Horn 4),P8(C Horn 3),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1505.0,1510.5,U(Flute 2),U(Flute 1),Main Part,P8(Bassoon 2)&P8(E Horn 2),,,P8(Main)&U(E Horn 1),P8(Oboe 2)&U(E Horn 2),P8(Main)&U(Bassoon 1),P8(Oboe 2)&U(Bassoon 2),U(C Horn 4)&P5(E Trumpet 1)&P5(E Trumpet 2),U(C Horn 3)&P5(E Trumpet 1)&P5(E Trumpet 2),P5(C Horn 3)&P5(C Horn 4)&P8(E Trumpet 2),P5(C Horn 3)&P5(C Horn 4)&P8(E Trumpet 1),,U(Violin 2),U(Violin 1),,P8(Contrabass),P8(Violoncello)
1510.5,1513.0,Main Part,U(Main),P8(Bassoon 1)&P8(E Horn 1),P8(Bassoon 2)&P8(E Horn 2),,,P8(Oboe 1)&P8(E Horn 1),P8(Oboe 2)&P8(E Horn 2),P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),,,,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1513.0,1518.5,U(Flute 2),U(Flute 1),Main Part,P8(Bassoon 2)&P8(E Horn 2),,,P8(Main)&P8(E Horn 1),P8(Oboe 2)&P8(E Horn 2),P8(Main)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),,,,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1518.5,1520.3333,Main Part,U(Main)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2),U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2),P8(Main)&P8(Flute 2)&U(A Clarinet 2),P8(Main)&P8(Flute 2)&U(A Clarinet 1),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P8(E Horn 1)&P8(E Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(E Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(E Horn 1),,,,,,P8(Violin 2),P8(Violin 1),,,
1520.3333,1534.5,P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),P8(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),U(E Horn 2),U(E Horn 1),,,,,,Main Part,,,,
1534.5,1536.3333,Main Part,P8(Main)&U(Oboe 1)&U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&U(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&U(Flute 2)&U(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1),,,,,,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1536.3333,1565.5,P8(Oboe 1)&P8(A Clarinet 1),P8(Oboe 2)&P8(A Clarinet 2),P8(Flute 1)&U(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),P8(Flute 1)&U(Oboe 1),P8(Flute 2)&P8(Oboe 2),,,P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2),,,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1),,Main Part,,,,
1565.5,1572.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(C Horn 3)&P8(C Horn 4),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(C Horn 3)&P8(C Horn 4),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(C Horn 3)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P3(C Horn 3)&P8(C Horn 4),P8(Bassoon 2),P8(Bassoon 1),P8(E Horn 2)&P8(Violoncello)&P8(Contrabass),P8(E Horn 1)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(C Horn 4),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(C Horn 3),,,,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(E Horn 1)&U(E Horn 2)&P8(Contrabass),P8(E Horn 1)&P8(E Horn 2)&P8(Violoncello)
1572.0,1576.0,P8(Oboe 1),P8(Oboe 2),P8(Flute 1),P8(Flute 2),,,P8(Bassoon 2)&P8(E Trumpet 1)&P8(E Trumpet 2),P8(Bassoon 1)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,P8(Main),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(E Trumpet 2),P8(Bassoon 1)&P8(Bassoon 2)&P8(E Trumpet 1),,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1576.0,1580.0,P8(Oboe 1)&P3(A Clarinet 1)&P8(Violin 1),P8(Oboe 2),P8(Flute 1)&P3(A Clarinet 1)&P8(Violin 1),P8(Flute 2),P3(Flute 1)&P3(Oboe 1)&P3(Violin 1),,P8(Bassoon 2),P8(Bassoon 1),U(E Horn 2),U(E Horn 1),Main Part,P8(Main),P8(E Trumpet 2),P8(E Trumpet 1),,P8(Flute 1)&P8(Oboe 1)&P3(A Clarinet 1),,,P8(Contrabass),P8(Violoncello)
1580.0,1584.0,P8(Oboe 1)&P8(Violin 1),P8(Oboe 2),P8(Flute 1)&U(Violin 1),P8(Flute 2),,,P8(Bassoon 2),P8(Bassoon 1),Main Part,U(Main)&P8(Violoncello)&P8(Contrabass),U(C Horn 4),U(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,P8(Flute 1)&U(Oboe 1),,,P8(Main)&P8(E Horn 2)&P8(Contrabass),P8(Main)&P8(E Horn 2)&P8(Violoncello)
1584.0,1587.0,P8(Oboe 1)&P8(Violin 1),P8(Oboe 2)&P8(A Clarinet 1),P8(Flute 1)&U(Violin 1),P8(Flute 2)&U(A Clarinet 1),P8(Flute 2)&U(Oboe 2),,P8(Bassoon 2),P8(Bassoon 1),Main Part,P8(Main)&P8(Violoncello)&P8(Contrabass),U(C Horn 4),U(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,P8(Flute 1)&U(Oboe 1),,,P8(Main)&P8(E Horn 2)&P8(Contrabass),P8(Main)&P8(E Horn 2)&P8(Violoncello)
1587.0,1605.0,U(Main),,,,,,P8(Bassoon 2),P8(Bassoon 1),,,P8(C Horn 4),P8(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1605.0,1622.5,,P8(Oboe 2),,P8(Flute 2),,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,,,,,,Main Part,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1622.5,1638.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(E Horn 1)&P5(E Horn 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(E Horn 1)&P3(E Horn 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(E Horn 1)&P5(E Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(E Horn 1)&P3(E Horn 2),,,U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(E Horn 2),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P3(E Horn 1),,,,,,Main Part,P8(Main),,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1638.5,1654.0,,,,,U(A Clarinet 2),U(A Clarinet 1),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Contrabass),,,,,P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,,,,P8(Bassoon 1)&P8(Bassoon 2)
1654.0,1670.0,U(Main),,U(A Clarinet 1),U(A Clarinet 2),U(Oboe 1),U(Oboe 2),P3(Bassoon 2),P3(Bassoon 1),U(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),U(E Horn 1)&P3(C Horn 3)&P3(C Horn 4),P3(E Horn 1)&P3(E Horn 2)&U(C Horn 4),P3(E Horn 1)&P3(E Horn 2)&U(C Horn 3),,,,Main Part,,,,
1670.0,1685.5,,,U(A Clarinet 1),U(A Clarinet 2),U(Oboe 1),U(Oboe 2),U(Violoncello),P8(Contrabass),,,U(C Horn 4),U(C Horn 3),P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,,,U(Bassoon 1),P8(Bassoon 2)
1685.5,1701.5,,,,P8(C Horn 3)&P8(C Horn 4),,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,P8(E Trumpet 1)&U(E Trumpet 2),P8(Oboe 2)&U(C Horn 4),P8(Oboe 2)&U(C Horn 3),P8(E Horn 2)&P8(E Trumpet 2),U(E Horn 2)&P8(E Trumpet 1),,Main Part,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1701.5,1711.0,P8(Oboe 1)&P8(C Horn 4),P8(Oboe 2),P8(Flute 1)&P8(C Horn 4),P8(Flute 2),P8(E Horn 1)&P8(E Horn 2),,P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P8(A Clarinet 1)&P8(E Horn 2),P8(A Clarinet 1)&P8(E Horn 1),,P8(Flute 1)&P8(Oboe 1),P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,P8(Main),,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
